LAUS_code,state_fips,county_fips,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN3719500000000,37,195,"Wilson County, NC",2005,39356,36017,3339,8.5
CN3719700000000,37,197,"Yadkin County, NC",2005,19293,18342,951,4.9
CN3719900000000,37,199,"Yancey County, NC",2005,7938,7331,607,7.6
CN3800100000000,38,001,"Adams County, ND",2005,1315,1273,42,3.2
CN3800300000000,38,003,"Barnes County, ND",2005,6060,5856,204,3.4
CN3800500000000,38,005,"Benson County, ND",2005,2799,2646,153,5.5
CN3800700000000,38,007,"Billings County, ND",2005,506,492,14,2.8
CN3800900000000,38,009,"Bottineau County, ND",2005,3520,3380,140,4
CN3801100000000,38,011,"Bowman County, ND",2005,1736,1696,40,2.3
CN3801300000000,38,013,"Burke County, ND",2005,1026,999,27,2.6
CN3801500000000,38,015,"Burleigh County, ND",2005,44396,43168,1228,2.8
CN3801700000000,38,017,"Cass County, ND",2005,82438,80276,2162,2.6
CN3801900000000,38,019,"Cavalier County, ND",2005,2150,2073,77,3.6
CN3802100000000,38,021,"Dickey County, ND",2005,2970,2890,80,2.7
CN3802300000000,38,023,"Divide County, ND",2005,982,951,31,3.2
CN3802500000000,38,025,"Dunn County, ND",2005,1734,1677,57,3.3
CN3802700000000,38,027,"Eddy County, ND",2005,1344,1271,73,5.4
CN3802900000000,38,029,"Emmons County, ND",2005,1858,1763,95,5.1
CN3803100000000,38,031,"Foster County, ND",2005,1780,1727,53,3
CN3803300000000,38,033,"Golden Valley County, ND",2005,914,885,29,3.2
CN3803500000000,38,035,"Grand Forks County, ND",2005,38180,36997,1183,3.1
CN3803700000000,38,037,"Grant County, ND",2005,1257,1208,49,3.9
CN3803900000000,38,039,"Griggs County, ND",2005,1388,1349,39,2.8
CN3804100000000,38,041,"Hettinger County, ND",2005,1193,1150,43,3.6
CN3804300000000,38,043,"Kidder County, ND",2005,1224,1165,59,4.8
CN3804500000000,38,045,"LaMoure County, ND",2005,2266,2193,73,3.2
CN3804700000000,38,047,"Logan County, ND",2005,936,902,34,3.6
CN3804900000000,38,049,"McHenry County, ND",2005,2788,2635,153,5.5
CN3805100000000,38,051,"McIntosh County, ND",2005,1465,1424,41,2.8
CN3805300000000,38,053,"McKenzie County, ND",2005,2698,2601,97,3.6
CN3805500000000,38,055,"McLean County, ND",2005,4625,4403,222,4.8
CN3805700000000,38,057,"Mercer County, ND",2005,4586,4384,202,4.4
CN3805900000000,38,059,"Morton County, ND",2005,14561,14054,507,3.5
CN3806100000000,38,061,"Mountrail County, ND",2005,2996,2823,173,5.8
CN3806300000000,38,063,"Nelson County, ND",2005,1699,1630,69,4.1
CN3806500000000,38,065,"Oliver County, ND",2005,1099,1048,51,4.6
CN3806700000000,38,067,"Pembina County, ND",2005,4163,3898,265,6.4
CN3806900000000,38,069,"Pierce County, ND",2005,1955,1867,88,4.5
CN3807100000000,38,071,"Ramsey County, ND",2005,6026,5800,226,3.8
CN3807300000000,38,073,"Ransom County, ND",2005,3101,3006,95,3.1
CN3807500000000,38,075,"Renville County, ND",2005,1303,1264,39,3
CN3807700000000,38,077,"Richland County, ND",2005,9068,8769,299,3.3
CN3807900000000,38,079,"Rolette County, ND",2005,5215,4740,475,9.1
CN3808100000000,38,081,"Sargent County, ND",2005,2438,2374,64,2.6
CN3808300000000,38,083,"Sheridan County, ND",2005,747,705,42,5.6
CN3808500000000,38,085,"Sioux County, ND",2005,1339,1250,89,6.6
CN3808700000000,38,087,"Slope County, ND",2005,528,516,12,2.3
CN3808900000000,38,089,"Stark County, ND",2005,13459,13074,385,2.9
CN3809100000000,38,091,"Steele County, ND",2005,1154,1124,30,2.6
CN3809300000000,38,093,"Stutsman County, ND",2005,11701,11339,362,3.1
CN3809500000000,38,095,"Towner County, ND",2005,1270,1209,61,4.8
CN3809700000000,38,097,"Traill County, ND",2005,4245,4089,156,3.7
CN3809900000000,38,099,"Walsh County, ND",2005,5907,5631,276,4.7
CN3810100000000,38,101,"Ward County, ND",2005,28337,27376,961,3.4
CN3810300000000,38,103,"Wells County, ND",2005,2203,2101,102,4.6
CN3810500000000,38,105,"Williams County, ND",2005,11737,11475,262,2.2
CN3900100000000,39,001,"Adams County, OH",2005,13092,11976,1116,8.5
CN3900300000000,39,003,"Allen County, OH",2005,52542,49254,3288,6.3
CN3900500000000,39,005,"Ashland County, OH",2005,27053,25302,1751,6.5
CN3900700000000,39,007,"Ashtabula County, OH",2005,50439,46719,3720,7.4
CN3900900000000,39,009,"Athens County, OH",2005,29938,27960,1978,6.6
CN3901100000000,39,011,"Auglaize County, OH",2005,26155,24946,1209,4.6
CN3901300000000,39,013,"Belmont County, OH",2005,32394,30245,2149,6.6
CN3901500000000,39,015,"Brown County, OH",2005,21979,20437,1542,7
CN3901700000000,39,017,"Butler County, OH",2005,185919,175809,10110,5.4
CN3901900000000,39,019,"Carroll County, OH",2005,14107,13135,972,6.9
CN3902100000000,39,021,"Champaign County, OH",2005,20783,19574,1209,5.8
CN3902300000000,39,023,"Clark County, OH",2005,70310,65749,4561,6.5
CN3902500000000,39,025,"Clermont County, OH",2005,104250,98479,5771,5.5
CN3902700000000,39,027,"Clinton County, OH",2005,22617,21347,1270,5.6
CN3902900000000,39,029,"Columbiana County, OH",2005,53471,49583,3888,7.3
CN3903100000000,39,031,"Coshocton County, OH",2005,18054,16529,1525,8.4
CN3903300000000,39,033,"Crawford County, OH",2005,22776,21225,1551,6.8
CN3903500000000,39,035,"Cuyahoga County, OH",2005,658262,622848,35414,5.4
CN3903700000000,39,037,"Darke County, OH",2005,28257,26566,1691,6
CN3903900000000,39,039,"Defiance County, OH",2005,20515,19235,1280,6.2
CN3904100000000,39,041,"Delaware County, OH",2005,83250,79568,3682,4.4
CN3904300000000,39,043,"Erie County, OH",2005,42711,39931,2780,6.5
CN3904500000000,39,045,"Fairfield County, OH",2005,72942,68917,4025,5.5
CN3904700000000,39,047,"Fayette County, OH",2005,15889,14949,940,5.9
CN3904900000000,39,049,"Franklin County, OH",2005,599419,567214,32205,5.4
CN3905100000000,39,051,"Fulton County, OH",2005,23080,21631,1449,6.3
CN3905300000000,39,053,"Gallia County, OH",2005,14069,13027,1042,7.4
CN3905500000000,39,055,"Geauga County, OH",2005,50639,48447,2192,4.3
CN3905700000000,39,057,"Greene County, OH",2005,77133,72705,4428,5.7
CN3905900000000,39,059,"Guernsey County, OH",2005,19974,18497,1477,7.4
CN3906100000000,39,061,"Hamilton County, OH",2005,418640,394963,23677,5.7
CN3906300000000,39,063,"Hancock County, OH",2005,40114,38075,2039,5.1
CN3906500000000,39,065,"Hardin County, OH",2005,16198,15216,982,6.1
CN3906700000000,39,067,"Harrison County, OH",2005,7508,7007,501,6.7
CN3906900000000,39,069,"Henry County, OH",2005,15843,14837,1006,6.3
CN3907100000000,39,071,"Highland County, OH",2005,20908,19640,1268,6.1
CN3907300000000,39,073,"Hocking County, OH",2005,13807,12741,1066,7.7
CN3907500000000,39,075,"Holmes County, OH",2005,19806,18994,812,4.1
CN3907700000000,39,077,"Huron County, OH",2005,30178,27802,2376,7.9
CN3907900000000,39,079,"Jackson County, OH",2005,15815,14619,1196,7.6
CN3908100000000,39,081,"Jefferson County, OH",2005,31649,29202,2447,7.7
CN3908300000000,39,083,"Knox County, OH",2005,30171,28428,1743,5.8
CN3908500000000,39,085,"Lake County, OH",2005,130362,124355,6007,4.6
CN3908700000000,39,087,"Lawrence County, OH",2005,28596,26816,1780,6.2
CN3908900000000,39,089,"Licking County, OH",2005,81453,76611,4842,5.9
CN3909100000000,39,091,"Logan County, OH",2005,24594,23279,1315,5.3
CN3909300000000,39,093,"Lorain County, OH",2005,152610,144640,7970,5.2
CN3909500000000,39,095,"Lucas County, OH",2005,223998,208347,15651,7
CN3909700000000,39,097,"Madison County, OH",2005,19767,18587,1180,6
CN3909900000000,39,099,"Mahoning County, OH",2005,119574,111088,8486,7.1
CN3910100000000,39,101,"Marion County, OH",2005,32094,30062,2032,6.3
CN3910300000000,39,103,"Medina County, OH",2005,92208,88166,4042,4.4
CN3910500000000,39,105,"Meigs County, OH",2005,9041,8126,915,10.1
CN3910700000000,39,107,"Mercer County, OH",2005,23731,22752,979,4.1
CN3910900000000,39,109,"Miami County, OH",2005,54684,51522,3162,5.8
CN3911100000000,39,111,"Monroe County, OH",2005,5467,4725,742,13.6
CN3911300000000,39,113,"Montgomery County, OH",2005,271386,253722,17664,6.5
CN3911500000000,39,115,"Morgan County, OH",2005,6194,5562,632,10.2
CN3911700000000,39,117,"Morrow County, OH",2005,17684,16543,1141,6.5
CN3911900000000,39,119,"Muskingum County, OH",2005,40092,36662,3430,8.6
CN3912100000000,39,121,"Noble County, OH",2005,5888,5394,494,8.4
CN3912300000000,39,123,"Ottawa County, OH",2005,21790,20072,1718,7.9
CN3912500000000,39,125,"Paulding County, OH",2005,10717,10131,586,5.5
CN3912700000000,39,127,"Perry County, OH",2005,16601,15203,1398,8.4
CN3912900000000,39,129,"Pickaway County, OH",2005,23981,22262,1719,7.2
CN3913100000000,39,131,"Pike County, OH",2005,10709,9601,1108,10.3
CN3913300000000,39,133,"Portage County, OH",2005,89192,84045,5147,5.8
CN3913500000000,39,135,"Preble County, OH",2005,21708,20403,1305,6
CN3913700000000,39,137,"Putnam County, OH",2005,17689,16733,956,5.4
CN3913900000000,39,139,"Richland County, OH",2005,62567,58343,4224,6.8
CN3914100000000,39,141,"Ross County, OH",2005,34664,32075,2589,7.5
CN3914300000000,39,143,"Sandusky County, OH",2005,33260,31141,2119,6.4
CN3914500000000,39,145,"Scioto County, OH",2005,32106,29259,2847,8.9
CN3914700000000,39,147,"Seneca County, OH",2005,31293,29346,1947,6.2
CN3914900000000,39,149,"Shelby County, OH",2005,27494,26162,1332,4.8
CN3915100000000,39,151,"Stark County, OH",2005,189781,177284,12497,6.6
CN3915300000000,39,153,"Summit County, OH",2005,290152,272895,17257,5.9
CN3915500000000,39,155,"Trumbull County, OH",2005,105318,97971,7347,7
CN3915700000000,39,157,"Tuscarawas County, OH",2005,47220,44458,2762,5.8
CN3915900000000,39,159,"Union County, OH",2005,24406,23156,1250,5.1
CN3916100000000,39,161,"Van Wert County, OH",2005,15058,14260,798,5.3
CN3916300000000,39,163,"Vinton County, OH",2005,5618,5144,474,8.4
CN3916500000000,39,165,"Warren County, OH",2005,103650,98552,5098,4.9
CN3916700000000,39,167,"Washington County, OH",2005,32513,30518,1995,6.1
CN3916900000000,39,169,"Wayne County, OH",2005,60929,57829,3100,5.1
CN3917100000000,39,171,"Williams County, OH",2005,19536,18309,1227,6.3
CN3917300000000,39,173,"Wood County, OH",2005,67679,63775,3904,5.8
CN3917500000000,39,175,"Wyandot County, OH",2005,12993,12218,775,6
CN4000100000000,40,001,"Adair County, OK",2005,9976,9510,466,4.7
CN4000300000000,40,003,"Alfalfa County, OK",2005,2332,2233,99,4.2
CN4000500000000,40,005,"Atoka County, OK",2005,5571,5286,285,5.1
CN4000700000000,40,007,"Beaver County, OK",2005,2901,2809,92,3.2
CN4000900000000,40,009,"Beckham County, OK",2005,9692,9400,292,3
CN4001100000000,40,011,"Blaine County, OK",2005,4841,4612,229,4.7
CN4001300000000,40,013,"Bryan County, OK",2005,19434,18713,721,3.7
CN4001500000000,40,015,"Caddo County, OK",2005,12115,11453,662,5.5
CN4001700000000,40,017,"Canadian County, OK",2005,51371,49545,1826,3.6
CN4001900000000,40,019,"Carter County, OK",2005,23632,22623,1009,4.3
CN4002100000000,40,021,"Cherokee County, OK",2005,20830,19936,894,4.3
CN4002300000000,40,023,"Choctaw County, OK",2005,6487,6131,356,5.5
CN4002500000000,40,025,"Cimarron County, OK",2005,1325,1280,45,3.4
CN4002700000000,40,027,"Cleveland County, OK",2005,118744,114347,4397,3.7
CN4002900000000,40,029,"Coal County, OK",2005,2224,2072,152,6.8
CN4003100000000,40,031,"Comanche County, OK",2005,45434,43442,1992,4.4
CN4003300000000,40,033,"Cotton County, OK",2005,3313,3193,120,3.6
CN4003500000000,40,035,"Craig County, OK",2005,6662,6371,291,4.4
CN4003700000000,40,037,"Creek County, OK",2005,32163,30395,1768,5.5
CN4003900000000,40,039,"Custer County, OK",2005,13515,13093,422,3.1
CN4004100000000,40,041,"Delaware County, OK",2005,17258,16470,788,4.6
CN4004300000000,40,043,"Dewey County, OK",2005,2376,2298,78,3.3
CN4004500000000,40,045,"Ellis County, OK",2005,2139,2077,62,2.9
CN4004700000000,40,047,"Garfield County, OK",2005,28413,27424,989,3.5
CN4004900000000,40,049,"Garvin County, OK",2005,13222,12698,524,4
CN4005100000000,40,051,"Grady County, OK",2005,23530,22493,1037,4.4
CN4005300000000,40,053,"Grant County, OK",2005,2431,2344,87,3.6
CN4005500000000,40,055,"Greer County, OK",2005,2088,1973,115,5.5
CN4005700000000,40,057,"Harmon County, OK",2005,1364,1313,51,3.7
CN4005900000000,40,059,"Harper County, OK",2005,1823,1770,53,2.9
CN4006100000000,40,061,"Haskell County, OK",2005,5273,5040,233,4.4
CN4006300000000,40,063,"Hughes County, OK",2005,5146,4785,361,7
CN4006500000000,40,065,"Jackson County, OK",2005,12270,11806,464,3.8
CN4006700000000,40,067,"Jefferson County, OK",2005,2253,2139,114,5.1
CN4006900000000,40,069,"Johnston County, OK",2005,4868,4647,221,4.5
CN4007100000000,40,071,"Kay County, OK",2005,20991,19840,1151,5.5
CN4007300000000,40,073,"Kingfisher County, OK",2005,7672,7431,241,3.1
CN4007500000000,40,075,"Kiowa County, OK",2005,4067,3884,183,4.5
CN4007700000000,40,077,"Latimer County, OK",2005,4035,3814,221,5.5
CN4007900000000,40,079,"Le Flore County, OK",2005,21392,20330,1062,5
CN4008100000000,40,081,"Lincoln County, OK",2005,14825,14132,693,4.7
CN4008300000000,40,083,"Logan County, OK",2005,18217,17524,693,3.8
CN4008500000000,40,085,"Love County, OK",2005,4768,4570,198,4.2
CN4008700000000,40,087,"McClain County, OK",2005,14789,14188,601,4.1
CN4008900000000,40,089,"McCurtain County, OK",2005,13995,13094,901,6.4
CN4009100000000,40,091,"McIntosh County, OK",2005,8424,7946,478,5.7
CN4009300000000,40,093,"Major County, OK",2005,3673,3556,117,3.2
CN4009500000000,40,095,"Marshall County, OK",2005,6132,5842,290,4.7
CN4009700000000,40,097,"Mayes County, OK",2005,16631,15832,799,4.8
CN4009900000000,40,099,"Murray County, OK",2005,7025,6766,259,3.7
CN4010100000000,40,101,"Muskogee County, OK",2005,29312,27616,1696,5.8
CN4010300000000,40,103,"Noble County, OK",2005,5420,5216,204,3.8
CN4010500000000,40,105,"Nowata County, OK",2005,4876,4630,246,5
CN4010700000000,40,107,"Okfuskee County, OK",2005,4495,4183,312,6.9
CN4010900000000,40,109,"Oklahoma County, OK",2005,334435,319359,15076,4.5
CN4011100000000,40,111,"Okmulgee County, OK",2005,16864,15827,1037,6.1
CN4011300000000,40,113,"Osage County, OK",2005,20842,19870,972,4.7
CN4011500000000,40,115,"Ottawa County, OK",2005,16037,15251,786,4.9
CN4011700000000,40,117,"Pawnee County, OK",2005,7824,7446,378,4.8
CN4011900000000,40,119,"Payne County, OK",2005,35170,33820,1350,3.8
CN4012100000000,40,121,"Pittsburg County, OK",2005,20262,19295,967,4.8
CN4012300000000,40,123,"Pontotoc County, OK",2005,18729,17939,790,4.2
CN4012500000000,40,125,"Pottawatomie County, OK",2005,30946,29353,1593,5.1
CN4012700000000,40,127,"Pushmataha County, OK",2005,5318,5058,260,4.9
CN4012900000000,40,129,"Roger Mills County, OK",2005,1837,1787,50,2.7
CN4013100000000,40,131,"Rogers County, OK",2005,39996,38442,1554,3.9
CN4013300000000,40,133,"Seminole County, OK",2005,10095,9411,684,6.8
CN4013500000000,40,135,"Sequoyah County, OK",2005,18107,17147,960,5.3
CN4013700000000,40,137,"Stephens County, OK",2005,20089,19306,783,3.9
CN4013900000000,40,139,"Texas County, OK",2005,9388,9055,333,3.5
CN4014100000000,40,141,"Tillman County, OK",2005,3493,3329,164,4.7
CN4014300000000,40,143,"Tulsa County, OK",2005,294584,282768,11816,4
CN4014500000000,40,145,"Wagoner County, OK",2005,32115,30841,1274,4
CN4014700000000,40,147,"Washington County, OK",2005,24965,23963,1002,4
CN4014900000000,40,149,"Washita County, OK",2005,5807,5617,190,3.3
CN4015100000000,40,151,"Woods County, OK",2005,4408,4113,295,6.7
CN4015300000000,40,153,"Woodward County, OK",2005,10232,9898,334,3.3
CN4100100000000,41,001,"Baker County, OR",2005,7124,6596,528,7.4
CN4100300000000,41,003,"Benton County, OR",2005,41993,39936,2057,4.9
CN4100500000000,41,005,"Clackamas County, OR",2005,190499,180005,10494,5.5
CN4100700000000,41,007,"Clatsop County, OR",2005,19156,18053,1103,5.8
CN4100900000000,41,009,"Columbia County, OR",2005,23249,21541,1708,7.3
CN4101100000000,41,011,"Coos County, OR",2005,28579,26419,2160,7.6
CN4101300000000,41,013,"Crook County, OR",2005,9321,8670,651,7
CN4101500000000,41,015,"Curry County, OR",2005,9599,8932,667,6.9
CN4101700000000,41,017,"Deschutes County, OR",2005,74657,70365,4292,5.7
CN4101900000000,41,019,"Douglas County, OR",2005,46874,43019,3855,8.2
CN4102100000000,41,021,"Gilliam County, OR",2005,992,935,57,5.7
CN4102300000000,41,023,"Grant County, OR",2005,3631,3278,353,9.7
CN4102500000000,41,025,"Harney County, OR",2005,3403,3105,298,8.8
CN4102700000000,41,027,"Hood River County, OR",2005,12274,11497,777,6.3
CN4102900000000,41,029,"Jackson County, OR",2005,98895,92767,6128,6.2
CN4103100000000,41,031,"Jefferson County, OR",2005,9077,8534,543,6
CN4103300000000,41,033,"Josephine County, OR",2005,34358,31864,2494,7.3
CN4103500000000,41,035,"Klamath County, OR",2005,30096,27792,2304,7.7
CN4103700000000,41,037,"Lake County, OR",2005,3554,3252,302,8.5
CN4103900000000,41,039,"Lane County, OR",2005,173895,163206,10689,6.1
CN4104100000000,41,041,"Lincoln County, OR",2005,21968,20444,1524,6.9
CN4104300000000,41,043,"Linn County, OR",2005,52034,48126,3908,7.5
CN4104500000000,41,045,"Malheur County, OR",2005,12591,11496,1095,8.7
CN4104700000000,41,047,"Marion County, OR",2005,148077,138461,9616,6.5
CN4104900000000,41,049,"Morrow County, OR",2005,5463,5049,414,7.6
CN4105100000000,41,051,"Multnomah County, OR",2005,360967,339048,21919,6.1
CN4105300000000,41,053,"Polk County, OR",2005,35616,33612,2004,5.6
CN4105500000000,41,055,"Sherman County, OR",2005,884,824,60,6.8
CN4105700000000,41,057,"Tillamook County, OR",2005,12282,11523,759,6.2
CN4105900000000,41,059,"Umatilla County, OR",2005,36266,33402,2864,7.9
CN4106100000000,41,061,"Union County, OR",2005,11757,10954,803,6.8
CN4106300000000,41,063,"Wallowa County, OR",2005,3533,3269,264,7.5
CN4106500000000,41,065,"Wasco County, OR",2005,12678,11783,895,7.1
CN4106700000000,41,067,"Washington County, OR",2005,268780,254903,13877,5.2
CN4106900000000,41,069,"Wheeler County, OR",2005,665,623,42,6.3
CN4107100000000,41,071,"Yamhill County, OR",2005,44114,41431,2683,6.1
CN4200100000000,42,001,"Adams County, PA",2005,54536,52546,1990,3.6
CN4200300000000,42,003,"Allegheny County, PA",2005,628578,597220,31358,5
CN4200500000000,42,005,"Armstrong County, PA",2005,32930,30923,2007,6.1
CN4200700000000,42,007,"Beaver County, PA",2005,89412,84400,5012,5.6
CN4200900000000,42,009,"Bedford County, PA",2005,23400,21725,1675,7.2
CN4201100000000,42,011,"Berks County, PA",2005,198879,189121,9758,4.9
CN4201300000000,42,013,"Blair County, PA",2005,64841,61470,3371,5.2
CN4201500000000,42,015,"Bradford County, PA",2005,32205,30584,1621,5
CN4201700000000,42,017,"Bucks County, PA",2005,341553,327346,14207,4.2
CN4201900000000,42,019,"Butler County, PA",2005,94927,90334,4593,4.8
CN4202100000000,42,021,"Cambria County, PA",2005,67182,63042,4140,6.2
CN4202300000000,42,023,"Cameron County, PA",2005,2619,2435,184,7
CN4202500000000,42,025,"Carbon County, PA",2005,30251,28436,1815,6
CN4202700000000,42,027,"Centre County, PA",2005,72444,69530,2914,4
CN4202900000000,42,029,"Chester County, PA",2005,256501,247099,9402,3.7
CN4203100000000,42,031,"Clarion County, PA",2005,20844,19816,1028,4.9
CN4203300000000,42,033,"Clearfield County, PA",2005,40770,38380,2390,5.9
CN4203500000000,42,035,"Clinton County, PA",2005,18985,17824,1161,6.1
CN4203700000000,42,037,"Columbia County, PA",2005,34065,32063,2002,5.9
CN4203900000000,42,039,"Crawford County, PA",2005,42892,40416,2476,5.8
CN4204100000000,42,041,"Cumberland County, PA",2005,119902,115396,4506,3.8
CN4204300000000,42,043,"Dauphin County, PA",2005,134054,128305,5749,4.3
CN4204500000000,42,045,"Delaware County, PA",2005,279480,266596,12884,4.6
CN4204700000000,42,047,"Elk County, PA",2005,17598,16720,878,5
CN4204900000000,42,049,"Erie County, PA",2005,140726,133117,7609,5.4
CN4205100000000,42,051,"Fayette County, PA",2005,65286,60716,4570,7
CN4205300000000,42,053,"Forest County, PA",2005,2279,2074,205,9
CN4205500000000,42,055,"Franklin County, PA",2005,76995,74337,2658,3.5
